id,type,x,y,z,f_Temp[0],timestep,laser_power,scan_speed,layer_thickness,powder_density,Predicted_Temperature
397.0,1.0,0.0415067,-0.014,0.000999998,300.0,10,100,10,0.05,8000,-0.6090206359404555
434.0,1.0,0.0453634,-0.0139995,0.000999989,300.0,10,100,10,0.05,8000,-0.6309596324029777
845.0,1.0,0.0473634,-0.013996,0.000999993,300.0,10,100,10,0.05,8000,-0.6294124235745395
69.0,1.0,0.0493634,-0.014,0.000999998,300.0,10,100,10,0.05,8000,-0.6111964221619685
775.0,1.0,0.00100002,-0.0113754,0.000999998,300.0,10,100,10,0.05,8000,-0.6566512525719586
100.0,1.0,0.0029795,-0.0110896,0.000999992,300.0,10,100,10,0.05,8000,-0.6136657694363808
914.0,1.0,0.00557519,-0.0112015,0.00100005,300.0,10,100,10,0.05,8000,-0.6008250725060681
80.0,1.0,0.00757517,-0.0111953,0.000999991,300.0,10,100,10,0.05,8000,-0.5751662113371193
451.0,1.0,0.00998402,-0.0120769,0.000999996,300.0,10,100,10,0.05,8000,-0.5728625038891415
796.0,1.0,0.00840292,-0.0126653,0.00207425,300.0,10,100,10,0.05,8000,-0.5764937346604416
693.0,1.0,0.0116631,-0.012314,0.00206038,300.0,10,100,10,0.05,8000,-0.5575238585640321
1317.0,1.0,0.0131863,-0.0115688,0.000999987,300.0,10,100,10,0.05,8000,-0.5728625038891415
915.0,1.0,0.0160944,-0.0121103,0.000999994,300.0,10,100,10,0.05,8000,-0.5728625038891415
410.0,1.0,0.0190455,-0.011496,0.000999996,300.0,10,100,10,0.05,8000,-0.5731049041931982
830.0,1.0,0.0224371,-0.0122702,0.000999998,300.0,10,100,10,0.05,8000,-0.5734081280530631
320.0,1.0,0.0247898,-0.0125822,0.000999992,300.0,10,100,10,0.05,8000,-0.5734081280530631
112.0,1.0,0.0274126,-0.0122056,0.000999996,300.0,10,100,10,0.05,8000,-0.5734081280530631
75.0,1.0,0.0305709,-0.0120006,0.000999993,300.0,10,100,10,0.05,8000,-0.5743932760846461
44.0,1.0,0.0325472,-0.012308,0.000999993,300.0,10,100,10,0.05,8000,-0.5743932760846461
903.0,1.0,0.0346614,-0.0124727,0.000999987,300.0,10,100,10,0.05,8000,-0.5743932760846461
501.0,1.0,0.0399655,-0.0125406,0.000999994,300.0,10,100,10,0.05,8000,-0.5743932760846461
606.0,1.0,0.0381813,-0.0121244,0.00200969,300.0,10,100,10,0.05,8000,-0.5478288619568417
895.0,1.0,0.0424953,-0.0112468,0.000999991,300.0,10,100,10,0.05,8000,-0.5815802367936146
98.0,1.0,0.0440827,-0.0124633,0.000999998,300.0,10,100,10,0.05,8000,-0.6054907857234938
591.0,1.0,0.0463519,-0.0121961,0.000999998,300.0,10,100,10,0.05,8000,-0.6053177567865179
260.0,1.0,0.0483399,-0.0113954,0.000999988,300.0,10,100,10,0.05,8000,-0.610965108818116
341.0,1.0,0.00236835,-0.00912792,0.000999989,300.0,10,100,10,0.05,8000,-0.6263131574693542
781.0,1.0,0.00434315,-0.00962605,0.00099999,300.0,10,100,10,0.05,8000,-0.5696222163210768
163.0,1.0,0.00630249,-0.00922482,0.000999992,300.0,10,100,10,0.05,8000,-0.5484962386805706
180.0,1.0,0.00969329,-0.0104144,0.00207298,300.0,10,100,10,0.05,8000,-0.5233732902635663
657.0,1.0,0.0113778,-0.0106424,0.000999994,300.0,10,100,10,0.05,8000,-0.5657701630947909
479.0,1.0,0.0130888,-0.00957115,0.00099999,300.0,10,100,10,0.05,8000,-0.543064114363716
1334.0,1.0,0.0156328,-0.00933789,0.000999989,300.0,10,100,10,0.05,8000,-0.543064114363716
236.0,1.0,0.0173021,-0.0105161,0.00100003,300.0,10,100,10,0.05,8000,-0.5559831999005435
463.0,1.0,0.0189969,-0.0094543,0.000999987,300.0,10,100,10,0.05,8000,-0.5433065146677727
1058.0,1.0,0.020961,-0.0109208,0.000999997,300.0,10,100,10,0.05,8000,-0.5683380554635449
214.0,1.0,0.021988,-0.00920459,0.000999991,300.0,10,100,10,0.05,8000,-0.5441887059562668
48.0,1.0,0.0236592,-0.010687,0.000999996,300.0,10,100,10,0.05,8000,-0.5663157872587125
1001.0,1.0,0.0256579,-0.0107646,0.000999989,300.0,10,100,10,0.05,8000,-0.5663157872587125
157.0,1.0,0.0275721,-0.0101849,0.00099999,300.0,10,100,10,0.05,8000,-0.5595697531031092
154.0,1.0,0.0295703,-0.010269,0.000999998,300.0,10,100,10,0.05,8000,-0.5595697531031092
849.0,1.0,0.0316907,-0.0101254,0.000999998,300.0,10,100,10,0.05,8000,-0.5605549011346922
986.0,1.0,0.0337356,-0.0106994,0.000999992,300.0,10,100,10,0.05,8000,-0.5673009352902955
352.0,1.0,0.0353603,-0.00937906,0.000999998,300.0,10,100,10,0.05,8000,-0.5445948865592206
391.0,1.0,0.037078,-0.0107965,0.00099999,300.0,10,100,10,0.05,8000,-0.5673009352902955
828.0,1.0,0.0380495,-0.00904828,0.000999991,300.0,10,100,10,0.05,8000,-0.5445948865592206
1302.0,1.0,0.0391669,-0.010707,0.000999988,300.0,10,100,10,0.05,8000,-0.5673009352902955
1153.0,1.0,0.0410033,-0.00991491,0.000999992,300.0,10,100,10,0.05,8000,-0.5671343358550338
1029.0,1.0,0.0435086,-0.00935559,0.000999995,300.0,10,100,10,0.05,8000,-0.5549102641370658
734.0,1.0,0.0450013,-0.0106867,0.000999997,300.0,10,100,10,0.05,8000,-0.5983984449291432
168.0,1.0,0.0467898,-0.0104128,0.001852,300.0,10,100,10,0.05,8000,-0.5698069673158921
673.0,1.0,0.0479253,-0.00900397,0.000999991,300.0,10,100,10,0.05,8000,-0.587468196478987
230.0,1.0,0.00208414,-0.00710001,0.000999993,300.0,10,100,10,0.05,8000,-0.601762589872684
962.0,1.0,0.00400567,-0.00765473,0.000999989,300.0,10,100,10,0.05,8000,-0.5667756132847553
829.0,1.0,0.00807393,-0.0082964,0.000999989,300.0,10,100,10,0.05,8000,-0.5418963729344008
409.0,1.0,0.0100683,-0.00814704,0.00100015,300.0,10,100,10,0.05,8000,-0.5283664718830166
524.0,1.0,0.0120481,-0.00786324,0.000999994,300.0,10,100,10,0.05,8000,-0.5372451430314613
1221.0,1.0,0.0140493,-0.00781595,0.000999998,300.0,10,100,10,0.05,8000,-0.5372451430314613
1092.0,1.0,0.0173393,-0.0086903,0.00181755,300.0,10,100,10,0.05,8000,-0.4950890876941104
461.0,1.0,0.016624,-0.00701102,0.000999992,300.0,10,100,10,0.05,8000,-0.518513546767046
1062.0,1.0,0.0197951,-0.00762048,0.000999986,300.0,10,100,10,0.05,8000,-0.5367877869964884
790.0,1.0,0.0215614,-0.00748521,0.00192831,300.0,10,100,10,0.05,8000,-0.43446664241018745
200.0,1.0,0.0233297,-0.00737885,0.000999993,300.0,10,100,10,0.05,8000,-0.5190591709309675
602.0,1.0,0.0247258,-0.00899514,0.000999997,300.0,10,100,10,0.05,8000,-0.5436097385276376
546.0,1.0,0.0254076,-0.0074302,0.00204216,300.0,10,100,10,0.05,8000,-0.4338876749815582
1240.0,1.0,0.0269157,-0.00822994,0.000999998,300.0,10,100,10,0.05,8000,-0.5370098727814678
247.0,1.0,0.0292594,-0.00829331,0.00099999,300.0,10,100,10,0.05,8000,-0.5370098727814678
973.0,1.0,0.0315646,-0.00811889,0.00099999,300.0,10,100,10,0.05,8000,-0.5379950208130508
1319.0,1.0,0.0334732,-0.00871669,0.000999992,300.0,10,100,10,0.05,8000,-0.5379950208130508
947.0,1.0,0.0365133,-0.00779137,0.00138712,300.0,10,100,10,0.05,8000,-0.5454711583279707
238.0,1.0,0.0398083,-0.00744564,0.000999998,300.0,10,100,10,0.05,8000,-0.5316271468952285
162.0,1.0,0.0418494,-0.00748789,0.000999997,300.0,10,100,10,0.05,8000,-0.5395422400224181
367.0,1.0,0.0444121,-0.00769988,0.0016651,300.0,10,100,10,0.05,8000,-0.5763112062142501
1274.0,1.0,0.0459344,-0.00881346,0.000999986,300.0,10,100,10,0.05,8000,-0.5704667103433608
1074.0,1.0,0.0498471,-0.00837393,0.000999998,300.0,10,100,10,0.05,8000,-0.5865156827644153
28.0,1.0,0.00100019,-0.00541922,0.000999994,300.0,10,100,10,0.05,8000,-0.5830378638700119
956.0,1.0,0.00299402,-0.00525667,0.000999998,300.0,10,100,10,0.05,8000,-0.5457125675823042
134.0,1.0,0.00500411,-0.00536152,0.000999994,300.0,10,100,10,0.05,8000,-0.5214487574245797
825.0,1.0,0.00684751,-0.00671657,0.000999995,300.0,10,100,10,0.05,8000,-0.5250791343103622
976.0,1.0,0.00894151,-0.00649438,0.000999994,300.0,10,100,10,0.05,8000,-0.5236469803638817
169.0,1.0,0.0109715,-0.00601028,0.000999993,300.0,10,100,10,0.05,8000,-0.5047829271933753
556.0,1.0,0.0129962,-0.00610228,0.000999995,300.0,10,100,10,0.05,8000,-0.5047829271933753
421.0,1.0,0.0149261,-0.00609382,0.001525,300.0,10,100,10,0.05,8000,-0.4919935322418627
1217.0,1.0,0.0184323,-0.00615665,0.000999998,300.0,10,100,10,0.05,8000,-0.5015666921479921
1325.0,1.0,0.0210564,-0.00572998,0.000999998,300.0,10,100,10,0.05,8000,-0.5066235549104057
496.0,1.0,0.0230199,-0.00528279,0.000999996,300.0,10,100,10,0.05,8000,-0.5095569328044159
639.0,1.0,0.024956,-0.005784,0.00099999,300.0,10,100,10,0.05,8000,-0.5095569328044159
1151.0,1.0,0.0269057,-0.0062297,0.000999984,300.0,10,100,10,0.05,8000,-0.5041492784629538
443.0,1.0,0.0289968,-0.00551965,0.000999998,300.0,10,100,10,0.05,8000,-0.5095569328044159
1231.0,1.0,0.0310312,-0.00545252,0.000999998,300.0,10,100,10,0.05,8000,-0.5306626641536915
146.0,1.0,0.0303193,-0.00698151,0.00207498,300.0,10,100,10,0.05,8000,-0.4453970882544614
1290.0,1.0,0.0330366,-0.00676492,0.000999997,300.0,10,100,10,0.05,8000,-0.5327606101216902
1075.0,1.0,0.0353259,-0.00621403,0.000999995,300.0,10,100,10,0.05,8000,-0.5368378377449073
618.0,1.0,0.038025,-0.00654034,0.000999998,300.0,10,100,10,0.05,8000,-0.5327606101216902
83.0,1.0,0.0399098,-0.00544822,0.000999985,300.0,10,100,10,0.05,8000,-0.5422454920863694
974.0,1.0,0.0424605,-0.00544572,0.000999991,300.0,10,100,10,0.05,8000,-0.5537900083724163
1289.0,1.0,0.0449382,-0.00588859,0.000999992,300.0,10,100,10,0.05,8000,-0.5745721404334188
772.0,1.0,0.0466402,-0.00609637,0.0020296,300.0,10,100,10,0.05,8000,-0.5566039409569633
530.0,1.0,0.0482999,-0.00652692,0.000999994,300.0,10,100,10,0.05,8000,-0.5835485092574123
283.0,1.0,0.0037116,-0.00338768,0.000999998,300.0,10,100,10,0.05,8000,-0.5280355484247052
750.0,1.0,0.00569498,-0.00311892,0.000999998,300.0,10,100,10,0.05,8000,-0.513833118351269
234.0,1.0,0.00689912,-0.00471724,0.000999994,300.0,10,100,10,0.05,8000,-0.5156227058516921
1025.0,1.0,0.00808534,-0.00310672,0.000999998,300.0,10,100,10,0.05,8000,-0.5134377451000183
139.0,1.0,0.00958203,-0.00451703,0.000999998,300.0,10,100,10,0.05,8000,-0.510842590896997
791.0,1.0,0.0119528,-0.0041857,0.000999985,300.0,10,100,10,0.05,8000,-0.5107917945450752
402.0,1.0,0.0153626,-0.004214,0.000999994,300.0,10,100,10,0.05,8000,-0.5061001763280926
1087.0,1.0,0.017357,-0.00447035,0.000999991,300.0,10,100,10,0.05,8000,-0.5076263558516141
519.0,1.0,0.0193899,-0.00431182,0.000999993,300.0,10,100,10,0.05,8000,-0.5086680686968467
275.0,1.0,0.0216938,-0.00378558,0.000999994,300.0,10,100,10,0.05,8000,-0.5072247679206434
142.0,1.0,0.0249492,-0.00393316,0.00175782,300.0,10,100,10,0.05,8000,-0.43286895074561915
90.0,1.0,0.0267754,-0.00423396,0.000999996,300.0,10,100,10,0.05,8000,-0.5101581458146537
492.0,1.0,0.032699,-0.00434362,0.000999993,300.0,10,100,10,0.05,8000,-0.5428467050966072
749.0,1.0,0.0350091,-0.00423928,0.000999994,300.0,10,100,10,0.05,8000,-0.5428467050966072
1187.0,1.0,0.0369358,-0.00484893,0.000999997,300.0,10,100,10,0.05,8000,-0.5422454920863694
175.0,1.0,0.0402006,-0.00358298,0.00166048,300.0,10,100,10,0.05,8000,-0.5493885769587958
1050.0,1.0,0.0420853,-0.00347573,0.000999995,300.0,10,100,10,0.05,8000,-0.5507617982237968
846.0,1.0,0.0439728,-0.00413701,0.000999988,300.0,10,100,10,0.05,8000,-0.5543912213826541
424.0,1.0,0.0456873,-0.00431841,0.00201368,300.0,10,100,10,0.05,8000,-0.5419650813773251
1243.0,1.0,0.0474114,-0.00430605,0.000999998,300.0,10,100,10,0.05,8000,-0.5872187964963019
3721.0,1.0,0.0493439,-0.00482097,0.000999988,300.0,10,100,10,0.05,8000,-0.588107782583634
77.0,1.0,0.0010589,-0.00204297,0.000999998,300.0,10,100,10,0.05,8000,-0.5520865437813295
37.0,1.0,0.00269634,-0.00135299,0.00200246,300.0,10,100,10,0.05,8000,-0.49230243916309957
1108.0,1.0,0.00442621,-0.00130241,0.000999983,300.0,10,100,10,0.05,8000,-0.4904974373358972
385.0,1.0,0.0074663,-0.0011745,0.000999988,300.0,10,100,10,0.05,8000,-0.48246421006880597
89.0,1.0,0.0100513,-0.00255448,0.000999998,300.0,10,100,10,0.05,8000,-0.5107917945450752
318.0,1.0,0.0118586,-0.00167902,0.000999998,300.0,10,100,10,0.05,8000,-0.513242411285257
32.0,1.0,0.0138228,-0.00205531,0.000999998,300.0,10,100,10,0.05,8000,-0.5085507930682744
964.0,1.0,0.0158217,-0.00212183,0.000999998,300.0,10,100,10,0.05,8000,-0.5061001763280926
1180.0,1.0,0.0177825,-0.00251614,0.000999993,300.0,10,100,10,0.05,8000,-0.5075755594996922
885.0,1.0,0.0201852,-0.00247261,0.000999997,300.0,10,100,10,0.05,8000,-0.5086680686968467
264.0,1.0,0.0220832,-0.00158202,0.000999986,300.0,10,100,10,0.05,8000,-0.4937024075215076
258.0,1.0,0.0241116,-0.00228266,0.001,300.0,10,100,10,0.05,8000,-0.49474972051694976
291.0,1.0,0.0258098,-0.00110755,0.000999998,300.0,10,100,10,0.05,8000,-0.4946431002515733
1052.0,1.0,0.0282802,-0.00291658,0.000999992,300.0,10,100,10,0.05,8000,-0.49474972051694976
486.0,1.0,0.0304223,-0.00274938,0.000999993,300.0,10,100,10,0.05,8000,-0.5125773229451959
401.0,1.0,0.0328101,-0.00186878,0.000999996,300.0,10,100,10,0.05,8000,-0.5412204246725357
91.0,1.0,0.0348112,-0.00186302,0.00099999,300.0,10,100,10,0.05,8000,-0.5412204246725357
1248.0,1.0,0.0364864,-0.00291987,0.00127711,300.0,10,100,10,0.05,8000,-0.5502128585903266
1196.0,1.0,0.0384654,-0.00283657,0.000999995,300.0,10,100,10,0.05,8000,-0.5428467050966072
351.0,1.0,0.0409167,-0.00183629,0.000999995,300.0,10,100,10,0.05,8000,-0.5477998593928773
1003.0,1.0,0.0429068,-0.00159013,0.000999997,300.0,10,100,10,0.05,8000,-0.5527649409585826
545.0,1.0,0.0452833,-0.00262575,0.000999997,300.0,10,100,10,0.05,8000,-0.5751733534436565
31.0,1.0,0.0472197,-0.00212533,0.000999991,300.0,10,100,10,0.05,8000,-0.5872187964963019
1027.0,1.0,0.0491105,-0.00283465,0.000999996,300.0,10,100,10,0.05,8000,-0.5887089955938718
620.0,1.0,0.00150677,0.000624044,0.000999984,300.0,10,100,10,0.05,8000,-0.5633310877400277
817.0,1.0,0.00371155,0.00056924,0.000999998,300.0,10,100,10,0.05,8000,-0.522920032087745
127.0,1.0,0.00591125,-0.000406584,0.00199601,300.0,10,100,10,0.05,8000,-0.4104014019189241
306.0,1.0,0.00756563,0.000823028,0.000999994,300.0,10,100,10,0.05,8000,-0.508322228763058
167.0,1.0,0.00960301,-0.000600847,0.000999992,300.0,10,100,10,0.05,8000,-0.48960902118284405
721.0,1.0,0.0132144,-0.000384327,0.00191523,300.0,10,100,10,0.05,8000,-0.4150988671130256
33.0,1.0,0.0157815,-0.000113034,0.000999998,300.0,10,100,10,0.05,8000,-0.5091067924978595
522.0,1.0,0.0177976,-0.00033755,0.000999998,300.0,10,100,10,0.05,8000,-0.5080674834609076
1330.0,1.0,0.0201731,-0.000472192,0.000999998,300.0,10,100,10,0.05,8000,-0.5085614484314702
624.0,1.0,0.0239822,-0.000286865,0.000999988,300.0,10,100,10,0.05,8000,-0.4946431002515733
799.0,1.0,0.0222849,0.000162791,0.00195755,300.0,10,100,10,0.05,8000,-0.4001420361376689
644.0,1.0,0.0278053,-0.000973797,0.000999988,300.0,10,100,10,0.05,8000,-0.4946431002515733
181.0,1.0,0.0267604,0.000747051,0.000999994,300.0,10,100,10,0.05,8000,-0.4946431002515733
289.0,1.0,0.0300684,-0.000444246,0.000999989,300.0,10,100,10,0.05,8000,-0.5122117897330216
899.0,1.0,0.0320249,-2.93762e-05,0.000999997,300.0,10,100,10,0.05,8000,-0.5311572568985528
184.0,1.0,0.0341145,1.70078e-05,0.000999998,300.0,10,100,10,0.05,8000,-0.5427400848312307
1191.0,1.0,0.0369442,-0.000987994,0.000999998,300.0,10,100,10,0.05,8000,-0.5427400848312307
625.0,1.0,0.0395526,-0.000290901,0.000999998,300.0,10,100,10,0.05,8000,-0.5427400848312307
250.0,1.0,0.0417007,7.81934e-06,0.000999996,300.0,10,100,10,0.05,8000,-0.5506551779584203
1247.0,1.0,0.0440447,0.000574031,0.000999991,300.0,10,100,10,0.05,8000,-0.57506673317828
518.0,1.0,0.045939,-0.000588995,0.000999992,300.0,10,100,10,0.05,8000,-0.578200754939039
198.0,1.0,0.0476837,0.000898463,0.000999998,300.0,10,100,10,0.05,8000,-0.5886023753284954
527.0,1.0,0.0488465,-0.000852146,0.000999995,300.0,10,100,10,0.05,8000,-0.5886023753284954
904.0,1.0,0.0494914,0.00083641,0.00185608,300.0,10,100,10,0.05,8000,-0.5830477583644251
305.0,1.0,0.00264916,0.00226565,0.00100002,300.0,10,100,10,0.05,8000,-0.5361387699335399
408.0,1.0,0.00557638,0.00129512,0.000999993,300.0,10,100,10,0.05,8000,-0.5087176020143087
1037.0,1.0,0.00643218,0.00282586,0.00196146,300.0,10,100,10,0.05,8000,-0.4398396176564711
1054.0,1.0,0.00968458,0.00225442,0.000999996,300.0,10,100,10,0.05,8000,-0.5231589468064173
310.0,1.0,0.0118951,0.00105206,0.000999998,300.0,10,100,10,0.05,8000,-0.5137984107148421
364.0,1.0,0.0129022,0.00293552,0.000999998,300.0,10,100,10,0.05,8000,-0.5239210776112317
392.0,1.0,0.0139525,0.00123354,0.000999991,300.0,10,100,10,0.05,8000,-0.5091067924978595
430.0,1.0,0.0169059,0.00174167,0.000999993,300.0,10,100,10,0.05,8000,-0.5091067924978595
723.0,1.0,0.018997,0.00172782,0.000999992,300.0,10,100,10,0.05,8000,-0.5062359563667728
279.0,1.0,0.0209922,0.0013525,0.000999998,300.0,10,100,10,0.05,8000,-0.5085614484314702
1099.0,1.0,0.0248586,0.00295496,0.000999993,300.0,10,100,10,0.05,8000,-0.4946431002515733
1044.0,1.0,0.0241312,0.00141222,0.00204443,300.0,10,100,10,0.05,8000,-0.40168364721708616
1226.0,1.0,0.0268526,0.0027672,0.000999989,300.0,10,100,10,0.05,8000,-0.4946431002515733
474.0,1.0,0.0285332,0.00167963,0.000999992,300.0,10,100,10,0.05,8000,-0.4946431002515733
1175.0,1.0,0.0304799,0.00146998,0.0014079,300.0,10,100,10,0.05,8000,-0.5054768012764632
280.0,1.0,0.033244,0.00181833,0.000999998,300.0,10,100,10,0.05,8000,-0.5427400848312307
476.0,1.0,0.0350733,0.0024588,0.0014934,300.0,10,100,10,0.05,8000,-0.5357461834278745
735.0,1.0,0.0363974,0.00104339,0.000999985,300.0,10,100,10,0.05,8000,-0.5427400848312307
311.0,1.0,0.0384834,0.00158561,0.000999987,300.0,10,100,10,0.05,8000,-0.5427400848312307
562.0,1.0,0.0405308,0.00178272,0.000999989,300.0,10,100,10,0.05,8000,-0.5493195195515723
197.0,1.0,0.0425283,0.0018813,0.000999995,300.0,10,100,10,0.05,8000,-0.5542846011172776
615.0,1.0,0.0443907,0.00261031,0.000999986,300.0,10,100,10,0.05,8000,-0.57506673317828
568.0,1.0,0.0458138,0.00132471,0.00156747,300.0,10,100,10,0.05,8000,-0.596592866857601
1197.0,1.0,0.0497082,0.00263088,0.000999994,300.0,10,100,10,0.05,8000,-0.5886023753284954
366.0,1.0,0.00100063,0.00383724,0.000999997,300.0,10,100,10,0.05,8000,-0.5951110414724713
920.0,1.0,0.0043839,0.00326097,0.00099999,300.0,10,100,10,0.05,8000,-0.5271269420357477
1036.0,1.0,0.00644525,0.00457953,0.000999989,300.0,10,100,10,0.05,8000,-0.526731568784497
314.0,1.0,0.00845161,0.0042165,0.000999998,300.0,10,100,10,0.05,8000,-0.526731568784497
1224.0,1.0,0.0104826,0.00408961,0.000999992,300.0,10,100,10,0.05,8000,-0.5265234645993065
1124.0,1.0,0.0123036,0.0049164,0.000999992,300.0,10,100,10,0.05,8000,-0.5265234645993065
1286.0,1.0,0.0152051,0.00422662,0.000999983,300.0,10,100,10,0.05,8000,-0.5109115549373872
972.0,1.0,0.0186014,0.00369399,0.000999996,300.0,10,100,10,0.05,8000,-0.5103931895397953
493.0,1.0,0.0202753,0.0030119,0.00185588,300.0,10,100,10,0.05,8000,-0.43016029329406885
939.0,1.0,0.02075,0.00475605,0.000999988,300.0,10,100,10,0.05,8000,-0.5108871545103579
923.0,1.0,0.0220823,0.00307749,0.000999993,300.0,10,100,10,0.05,8000,-0.5094438537341547
241.0,1.0,0.0235323,0.00445514,0.00099999,300.0,10,100,10,0.05,8000,-0.5088648863055255
322.0,1.0,0.0254857,0.00479463,0.00147149,300.0,10,100,10,0.05,8000,-0.49776318518915696
485.0,1.0,0.0274261,0.00468323,0.000999995,300.0,10,100,10,0.05,8000,-0.5088648863055255
814.0,1.0,0.0294225,0.00456453,0.000999989,300.0,10,100,10,0.05,8000,-0.5088648863055255
1229.0,1.0,0.031651,0.00303909,0.000999991,300.0,10,100,10,0.05,8000,-0.5285365885558418
879.0,1.0,0.0329224,0.00472239,0.000999998,300.0,10,100,10,0.05,8000,-0.5401194164885198
1019.0,1.0,0.0354244,0.00436559,0.000999992,300.0,10,100,10,0.05,8000,-0.5401194164885198
26.0,1.0,0.0374495,0.00408377,0.000999998,300.0,10,100,10,0.05,8000,-0.5401194164885198
946.0,1.0,0.0393303,0.00340356,0.000999998,300.0,10,100,10,0.05,8000,-0.5401194164885198
1314.0,1.0,0.041438,0.0035651,0.000999997,300.0,10,100,10,0.05,8000,-0.5466988512088614
300.0,1.0,0.0429164,0.00497018,0.000999991,300.0,10,100,10,0.05,8000,-0.5516639327745667
757.0,1.0,0.0450352,0.00455733,0.000999996,300.0,10,100,10,0.05,8000,-0.5724460648355691
121.0,1.0,0.0464429,0.00313647,0.000999998,300.0,10,100,10,0.05,8000,-0.5844915078882146
2899.0,1.0,0.0491937,0.0045982,0.000999981,300.0,10,100,10,0.05,8000,-0.5859817069857844
235.0,1.0,0.0481355,0.00327053,0.00205706,300.0,10,100,10,0.05,8000,-0.5721080975576266
852.0,1.0,0.00147344,0.00578054,0.000999994,300.0,10,100,10,0.05,8000,-0.5856743709718334
143.0,1.0,0.00359123,0.00509717,0.000999997,300.0,10,100,10,0.05,8000,-0.5477243651004754
712.0,1.0,0.00611097,0.00655139,0.000999995,300.0,10,100,10,0.05,8000,-0.556513536063907
857.0,1.0,0.00765647,0.00583318,0.0020467,300.0,10,100,10,0.05,8000,-0.4856257544035949
156.0,1.0,0.0101037,0.00606776,0.000999991,300.0,10,100,10,0.05,8000,-0.5190607840612034
733.0,1.0,0.0125017,0.00690655,0.000999988,300.0,10,100,10,0.05,8000,-0.5504378337840462
761.0,1.0,0.01429,0.00601016,0.000999998,300.0,10,100,10,0.05,8000,-0.5042464989478309
1306.0,1.0,0.0170989,0.00501409,0.000999991,300.0,10,100,10,0.05,8000,-0.5114324985767472
1285.0,1.0,0.0165019,0.00696851,0.000999998,300.0,10,100,10,0.05,8000,-0.494061000809152
237.0,1.0,0.0189814,0.0056897,0.000999997,300.0,10,100,10,0.05,8000,-0.5085616624456605
621.0,1.0,0.0222928,0.00602882,0.00099999,300.0,10,100,10,0.05,8000,-0.5020317195067799
1134.0,1.0,0.0242725,0.00631312,0.000999989,300.0,10,100,10,0.05,8000,-0.5020317195067799
1154.0,1.0,0.028986,0.0067722,0.000999991,300.0,10,100,10,0.05,8000,-0.4914933885379304
332.0,1.0,0.0310772,0.00569309,0.000999998,300.0,10,100,10,0.05,8000,-0.5285365885558418
404.0,1.0,0.0326452,0.00696578,0.000999994,300.0,10,100,10,0.05,8000,-0.5142617000605928
1299.0,1.0,0.0344553,0.0061151,0.000999994,300.0,10,100,10,0.05,8000,-0.5332862496897744
1088.0,1.0,0.0366774,0.00592881,0.000999988,300.0,10,100,10,0.05,8000,-0.5332862496897744
54.0,1.0,0.0390827,0.00538834,0.000999994,300.0,10,100,10,0.05,8000,-0.5401194164885198
176.0,1.0,0.0410339,0.00582837,0.000999992,300.0,10,100,10,0.05,8000,-0.5404777525756289
544.0,1.0,0.0455286,0.0065065,0.000999998,300.0,10,100,10,0.05,8000,-0.558905159560812
469.0,1.0,0.0472716,0.00515104,0.000999995,300.0,10,100,10,0.05,8000,-0.5844915078882146
14.0,1.0,0.048698,0.00655305,0.000999996,300.0,10,100,10,0.05,8000,-0.570556642048359
